Model,Features,Tolerance,Mean,Std
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Gender",2,0.8078208232445521,0.010428103926011144
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Gender",3,0.9315193704600485,0.006158533342110875
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Gender",4,0.9769552058111379,0.002938218689534181
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Gender",5,0.9894249394673124,0.002143100323786056
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",0,0.2026150121065375,0.008801959837234101
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",1,0.5707566585956417,0.01273641336326778
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",2,0.8108353510895884,0.010308165730917314
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",3,0.9336682808716706,0.006604838619908478
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",4,0.9766283292978208,0.0029226075595646336
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",5,0.9893220338983051,0.0019477928455287237
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.20255447941888619,0.008866772466205526
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.5706598062953995,0.012822708585320168
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.8107929782082324,0.010354292902048168
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.9336622276029055,0.0066299603052503995
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.976634382566586,0.002922740529554529
DecisionTree,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.98931598062954,0.0019418074840175353
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",0,0.2020096852300242,0.009202416559479648
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",1,0.5696246973365617,0.013479616779965292
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",2,0.80953995157385,0.010444431994483135
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",3,0.9327905569007264,0.00676390628709367
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",4,0.9764346246973367,0.003104812472331309
DecisionTree,"Hours_Studied, Attendance, Previous_Scores",5,0.9892978208232445,0.001942769810252894
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",0,0.20191888619854723,0.009360006866619443
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",1,0.5694491525423728,0.013560614460921964
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",2,0.8095036319612591,0.0105452884549037
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",3,0.9327602905569008,0.006704120239439009
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",4,0.9764225181598063,0.003123969873647709
DecisionTree,"Hours_Studied, Attendance, Previous_Scores, Gender",5,0.9892857142857143,0.0019305768537136025
DecisionTree,"Hours_Studied, Gender",0,0.1160956416464891,0.006303845262492841
DecisionTree,"Hours_Studied, Gender",1,0.33147094430992735,0.011844479207503807
DecisionTree,"Hours_Studied, Gender",2,0.5393765133171913,0.013544916850380909
DecisionTree,"Hours_Studied, Gender",3,0.7060956416464892,0.013149505299970544
DecisionTree,"Hours_Studied, Gender",4,0.8305569007263922,0.011537254954079715
DecisionTree,"Hours_Studied, Gender",5,0.9080266343825666,0.00950034635682635
DecisionTree,"Hours_Studied, Parental_Involvement",0,0.11844430992736077,0.007884546427627976
DecisionTree,"Hours_Studied, Parental_Involvement",1,0.34073849878934626,0.011150230008942524
DecisionTree,"Hours_Studied, Parental_Involvement",2,0.5427179176755448,0.01243538478831777
DecisionTree,"Hours_Studied, Parental_Involvement",3,0.7095278450363196,0.011898703985641149
DecisionTree,"Hours_Studied, Parental_Involvement",4,0.8376513317191283,0.009857199753610744
DecisionTree,"Hours_Studied, Parental_Involvement",5,0.9156537530266344,0.008156428698644776
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",0,0.11630145278450364,0.0067492253593423104
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",1,0.3394309927360775,0.009861937220266903
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",2,0.5407142857142857,0.012262556447227891
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",3,0.7064527845036319,0.012707006887877365
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",4,0.8344128329297821,0.011711640771604637
DecisionTree,"Hours_Studied, Parental_Involvement, Gender",5,0.9133595641646489,0.008578605597396531
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",0,0.11707021791767554,0.008483742932894027
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",1,0.3402845036319613,0.011198547215496376
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",2,0.5459261501210654,0.012513536539190866
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",3,0.7153753026634382,0.014207380119980486
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",4,0.8408535108958837,0.012619696156417705
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores",5,0.9203268765133171,0.00914055123910434
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",0,0.11823244552058113,0.008129456839751106
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",1,0.3384443099273608,0.010989876409422348
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",2,0.5443462469733656,0.013186092212454535
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",3,0.7122033898305085,0.014204858122637215
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",4,0.8368765133171913,0.012841348758983785
DecisionTree,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",5,0.9164225181598062,0.009874177650077868
DecisionTree,"Hours_Studied, Previous_Scores",0,0.11748184019370461,0.007551066335143026
DecisionTree,"Hours_Studied, Previous_Scores",1,0.337046004842615,0.011035619247286037
DecisionTree,"Hours_Studied, Previous_Scores",2,0.545363196125908,0.013339911958645994
DecisionTree,"Hours_Studied, Previous_Scores",3,0.7129297820823244,0.014125111346001877
DecisionTree,"Hours_Studied, Previous_Scores",4,0.8378874092009686,0.012749715956477623
DecisionTree,"Hours_Studied, Previous_Scores",5,0.9171307506053269,0.009374723052238156
DecisionTree,"Hours_Studied, Previous_Scores, Gender",0,0.11771186440677965,0.007872033311801748
DecisionTree,"Hours_Studied, Previous_Scores, Gender",1,0.3355205811138015,0.011000374015898647
DecisionTree,"Hours_Studied, Previous_Scores, Gender",2,0.5424213075060532,0.013382256445445788
DecisionTree,"Hours_Studied, Previous_Scores, Gender",3,0.7102058111380145,0.014551422442724976
DecisionTree,"Hours_Studied, Previous_Scores, Gender",4,0.8345641646489104,0.013254091131191937
DecisionTree,"Hours_Studied, Previous_Scores, Gender",5,0.9133535108958837,0.009680268435881614
DecisionTree,Parental_Involvement,0,0.1124636803874092,0.005689731132512079
DecisionTree,Parental_Involvement,1,0.3276573849878935,0.010610298976195778
DecisionTree,Parental_Involvement,2,0.5258111380145278,0.011972662099249244
DecisionTree,Parental_Involvement,3,0.6846973365617434,0.01060645588882603
DecisionTree,Parental_Involvement,4,0.8068462469733656,0.008944620810225082
DecisionTree,Parental_Involvement,5,0.8885411622276029,0.008004557459312639
DecisionTree,"Parental_Involvement, Gender",0,0.11389225181598063,0.006647399632637083
DecisionTree,"Parental_Involvement, Gender",1,0.3283656174334141,0.010815563656048103
DecisionTree,"Parental_Involvement, Gender",2,0.5235774818401937,0.011901613602166627
DecisionTree,"Parental_Involvement, Gender",3,0.6816343825665859,0.011316723407223835
DecisionTree,"Parental_Involvement, Gender",4,0.8064527845036319,0.009443216857739026
DecisionTree,"Parental_Involvement, Gender",5,0.8898789346246972,0.00882530863306829
DecisionTree,"Parental_Involvement, Previous_Scores",0,0.10527845036319614,0.006683108227612395
DecisionTree,"Parental_Involvement, Previous_Scores",1,0.31240314769975785,0.011664685860191258
DecisionTree,"Parental_Involvement, Previous_Scores",2,0.5105690072639225,0.013063930961336939
DecisionTree,"Parental_Involvement, Previous_Scores",3,0.6690012106537531,0.012215099803445316
DecisionTree,"Parental_Involvement, Previous_Scores",4,0.7930992736077482,0.010377054005965657
DecisionTree,"Parental_Involvement, Previous_Scores",5,0.8803268765133171,0.00916268182918253
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",0,0.10490920096852299,0.007502884446420798
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",1,0.309818401937046,0.011808264678141776
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",2,0.506089588377724,0.012887480152661678
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",3,0.6655992736077482,0.012932901831310514
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",4,0.7915072639225181,0.010682595899203506
DecisionTree,"Parental_Involvement, Previous_Scores, Gender",5,0.8779116222760291,0.0094381496134107
DecisionTree,Previous_Scores,0,0.1109685230024213,0.005474630470415375
DecisionTree,Previous_Scores,1,0.31992130750605324,0.00971556160727192
DecisionTree,Previous_Scores,2,0.5119007263922518,0.013004241612737872
DecisionTree,Previous_Scores,3,0.6679782082324455,0.011535913907841066
DecisionTree,Previous_Scores,4,0.791004842615012,0.009610660483746309
DecisionTree,Previous_Scores,5,0.880956416464891,0.007606515331304691
DecisionTree,"Previous_Scores, Gender",0,0.11114406779661018,0.007140014411524066
DecisionTree,"Previous_Scores, Gender",1,0.31624697336561747,0.011509195236257881
DecisionTree,"Previous_Scores, Gender",2,0.5100726392251816,0.014926566772640279
DecisionTree,"Previous_Scores, Gender",3,0.6656053268765133,0.013943419080226541
DecisionTree,"Previous_Scores, Gender",4,0.7885108958837772,0.011649663081573721
DecisionTree,"Previous_Scores, Gender",5,0.8770217917675545,0.009916990683019157
LogisticRegression,Attendance,0,0.16058716707021792,0.006614982111827651
LogisticRegression,Attendance,1,0.4520096852300242,0.009216482833831302
LogisticRegression,Attendance,2,0.6766585956416464,0.010516193934550305
LogisticRegression,Attendance,3,0.825865617433414,0.009293257698654167
LogisticRegression,Attendance,4,0.9205145278450364,0.005533011959919857
LogisticRegression,Attendance,5,0.9653510895883777,0.0036473370331865265
LogisticRegression,"Attendance, Gender",0,0.15569007263922519,0.008156328866589083
LogisticRegression,"Attendance, Gender",1,0.4477179176755448,0.010231456839096589
LogisticRegression,"Attendance, Gender",2,0.6754661016949153,0.010024985396087073
LogisticRegression,"Attendance, Gender",3,0.8249334140435834,0.009002447616875214
LogisticRegression,"Attendance, Gender",4,0.9185351089588377,0.005170254553568392
LogisticRegression,"Attendance, Gender",5,0.9662469733656174,0.0035234606572972895
LogisticRegression,"Attendance, Parental_Involvement",0,0.16716101694915253,0.007471087623217414
LogisticRegression,"Attendance, Parental_Involvement",1,0.4625060532687651,0.009825917375989075
LogisticRegression,"Attendance, Parental_Involvement",2,0.6904539951573849,0.009555831098173127
LogisticRegression,"Attendance, Parental_Involvement",3,0.8441585956416465,0.008440605950428833
LogisticRegression,"Attendance, Parental_Involvement",4,0.9293159806295399,0.0059221341392286615
LogisticRegression,"Attendance, Parental_Involvement",5,0.9683716707021791,0.003533169194532855
LogisticRegression,"Attendance, Parental_Involvement, Gender",0,0.16503026634382567,0.008029487637016249
LogisticRegression,"Attendance, Parental_Involvement, Gender",1,0.460502421307506,0.01096272499307353
LogisticRegression,"Attendance, Parental_Involvement, Gender",2,0.6893462469733656,0.010031018144893366
LogisticRegression,"Attendance, Parental_Involvement, Gender",3,0.8433656174334141,0.008932623121402788
LogisticRegression,"Attendance, Parental_Involvement, Gender",4,0.9276331719128329,0.005681320346125503
LogisticRegression,"Attendance, Parental_Involvement, Gender",5,0.9683353510895885,0.0036377602265272877
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",0,0.1744128329297821,0.008181545282317546
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",1,0.4834322033898305,0.010738026169985298
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",2,0.7150484261501211,0.00989416066735394
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",3,0.8619128329297822,0.008381598835062832
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",4,0.9400847457627118,0.005800338588608725
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores",5,0.9747033898305085,0.0029646039095093117
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.17197336561743343,0.008705311478954645
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.48025423728813554,0.010454087722884343
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.7130811138014528,0.009863016158489469
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.8601937046004842,0.008141303824739295
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.9366767554479419,0.005795815859474955
LogisticRegression,"Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.975139225181598,0.0030103937298563304
LogisticRegression,"Attendance, Previous_Scores",0,0.16178571428571428,0.007666438271694439
LogisticRegression,"Attendance, Previous_Scores",1,0.46714285714285714,0.008527727274900216
LogisticRegression,"Attendance, Previous_Scores",2,0.6996307506053269,0.009103024913530247
LogisticRegression,"Attendance, Previous_Scores",3,0.8469128329297821,0.009188900734173092
LogisticRegression,"Attendance, Previous_Scores",4,0.9317857142857143,0.005465032041984932
LogisticRegression,"Attendance, Previous_Scores",5,0.9705811138014527,0.0033288809029303527
LogisticRegression,"Attendance, Previous_Scores, Gender",0,0.16277239709443098,0.008663972043156432
LogisticRegression,"Attendance, Previous_Scores, Gender",1,0.4618038740920097,0.010052211952896314
LogisticRegression,"Attendance, Previous_Scores, Gender",2,0.6974515738498789,0.008845840995317182
LogisticRegression,"Attendance, Previous_Scores, Gender",3,0.8447699757869249,0.008479082269039944
LogisticRegression,"Attendance, Previous_Scores, Gender",4,0.927046004842615,0.0052450937795367495
LogisticRegression,"Attendance, Previous_Scores, Gender",5,0.9702179176755448,0.0031694016623658216
LogisticRegression,Gender,0,0.11042372881355933,0.007162417209207854
LogisticRegression,Gender,1,0.32142857142857145,0.010939954300015375
LogisticRegression,Gender,2,0.5242493946731235,0.012560820356433666
LogisticRegression,Gender,3,0.6798728813559322,0.011341733652041306
LogisticRegression,Gender,4,0.7995641646489103,0.009336657315438838
LogisticRegression,Gender,5,0.8860532687651331,0.008246191473584616
LogisticRegression,Hours_Studied,0,0.1283232445520581,0.007814023541300614
LogisticRegression,Hours_Studied,1,0.35213680387409196,0.010421491309025565
LogisticRegression,Hours_Studied,2,0.5645520581113801,0.011071621479641908
LogisticRegression,Hours_Studied,3,0.7432627118644067,0.008285834210961135
LogisticRegression,Hours_Studied,4,0.8699394673123487,0.007178336258026682
LogisticRegression,Hours_Studied,5,0.9405992736077482,0.005051836166357458
LogisticRegression,"Hours_Studied, Attendance",0,0.22453389830508474,0.010437602777465808
LogisticRegression,"Hours_Studied, Attendance",1,0.5956598062953995,0.010692361940505029
LogisticRegression,"Hours_Studied, Attendance",2,0.8387167070217917,0.007702304735517954
LogisticRegression,"Hours_Studied, Attendance",3,0.95090799031477,0.0040405537519170205
LogisticRegression,"Hours_Studied, Attendance",4,0.9831840193704601,0.002291859766239588
LogisticRegression,"Hours_Studied, Attendance",5,0.9912469733656174,0.0016581354347568514
LogisticRegression,"Hours_Studied, Attendance, Gender",0,0.22165859564164647,0.010648283391957399
LogisticRegression,"Hours_Studied, Attendance, Gender",1,0.5924031476997579,0.011276605752052016
LogisticRegression,"Hours_Studied, Attendance, Gender",2,0.8373728813559321,0.008270885568860669
LogisticRegression,"Hours_Studied, Attendance, Gender",3,0.9483958837772397,0.004338175948345452
LogisticRegression,"Hours_Studied, Attendance, Gender",4,0.9821610169491525,0.0023364426201365088
LogisticRegression,"Hours_Studied, Attendance, Gender",5,0.9911016949152542,0.001753770948365657
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",0,0.23038740920096853,0.009692106297726929
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",1,0.6344612590799031,0.01121251242008606
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",2,0.8713861985472156,0.006983596675283707
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",3,0.9624213075060533,0.003524048860075024
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",4,0.9869612590799031,0.002074590290328875
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement",5,0.9919975786924939,0.0015259943006415645
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",0,0.22728813559322034,0.009255914628982667
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",1,0.6276271186440678,0.01141633190340711
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",2,0.8694430992736077,0.007589299925862687
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",3,0.9618523002421306,0.003797341052245369
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",4,0.9863983050847458,0.0021082766088577217
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Gender",5,0.9919552058111379,0.0015917968289849078
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",0,0.26121065375302666,0.009425115181412943
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",1,0.6833958837772397,0.010407488894518967
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",2,0.9061016949152543,0.006280896354590416
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",3,0.9749636803874092,0.00287488588772198
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",4,0.9896125907990314,0.0017050176029427616
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",5,0.9925242130750606,0.0015543392001219024
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.259182808716707,0.009459051863641318
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.6813014527845036,0.009585160864203444
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.903680387409201,0.00682319561922134
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.9751634382566585,0.002820210162111555
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.9893704600484261,0.0017785413528223827
LogisticRegression,"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.9924757869249394,0.0015729912752293143
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",0,0.2362046004842615,0.009963747549142211
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",1,0.6341222760290557,0.009919429375339421
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",2,0.8751634382566585,0.007173093172546388
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",3,0.9633050847457628,0.0037776010696378708
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",4,0.9862651331719128,0.0020768637364538736
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores",5,0.9922094430992736,0.001494316602473652
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",0,0.23538135593220338,0.009384933157002904
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",1,0.630405569007264,0.010284352497967024
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",2,0.8707808716707022,0.007624611808086111
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",3,0.9635956416464891,0.003725549257431419
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",4,0.9865012106537531,0.0020441809215620836
LogisticRegression,"Hours_Studied, Attendance, Previous_Scores, Gender",5,0.9920762711864407,0.0015465090869262088
LogisticRegression,"Hours_Studied, Gender",0,0.127227602905569,0.008062940774794346
LogisticRegression,"Hours_Studied, Gender",1,0.35120460048426155,0.010382293997630502
LogisticRegression,"Hours_Studied, Gender",2,0.5677118644067797,0.011341617802092497
LogisticRegression,"Hours_Studied, Gender",3,0.7436561743341404,0.009210617799437113
LogisticRegression,"Hours_Studied, Gender",4,0.8682929782082325,0.006757186052449646
LogisticRegression,"Hours_Studied, Gender",5,0.9400605326876513,0.005144274869432196
LogisticRegression,"Hours_Studied, Parental_Involvement",0,0.12674334140435836,0.0068914734801969945
LogisticRegression,"Hours_Studied, Parental_Involvement",1,0.35990920096852297,0.011527811378103471
LogisticRegression,"Hours_Studied, Parental_Involvement",2,0.5754297820823244,0.01120400589055464
LogisticRegression,"Hours_Studied, Parental_Involvement",3,0.7516162227602905,0.008770777136801761
